injury_status,practice_description,team,last_name,birth_country,search_full_name,sport,gsis_id,high_school,depth_chart_position,college,first_name,active,birth_state,news_updated,full_name,rotoworld_id,age,weight,swish_id,depth_chart_order,status,competitions,team_abbr,injury_body_part,hashtag,search_last_name,height,number,player_id,search_first_name,birth_city,opta_id,injury_start_date,pandascore_id,sportradar_id,birth_date,fantasy_data_id,yahoo_id,team_changed_at,espn_id,years_exp,fantasy_positions,rotowire_id,search_rank,position,practice_participation,stats_id,metadata,oddsjam_id,injury_notes
,,,Moore,,jordanmoore,nfl,00-0033233,King (GA),,Texas-San Antonio,Jordan,True,,1697681740682.0,Jordan Moore,,28.0,225,,,Inactive,[],,,#jordanmoore-NFL-FA-30,moore,75,30.0,4303,jordan,,,,,e8aca261-6e92-4e6d-bd21-3cfeb70ce9e4,1993-12-13,19151.0,30461.0,,2971542.0,5.0,['DB'],15501.0,9999999.0,FS,,,{'channel_id': '1116852948484227072'},,
,,PHI,Smith,,devontasmith,nfl,,Amite (LA),RWR,Alabama,DeVonta,True,,1724364055513.0,DeVonta Smith,,25.0,170,1060262.0,2.0,Active,[],,,#devontasmith-NFL-PHI-6,smith,72,6.0,7525,devonta,,,,,3555d07e-57ae-43de-97d5-b1b5bf055f17,1998-11-14,,,,,3.0,['WR'],15406.0,47.0,WR,,,"{'channel_id': '1113708714856050688', 'rookie_year': '2021'}",202FEEE3D21E,
,,,Butler,,drewbutler,nfl,,Peachtree Ridge (GA),,Georgia,Drew,False,,,Drew Butler,,31.0,217,,,Inactive,[],,,#drewbutler-NFL-FA-2,butler,"6'1""",2.0,1089,drew,,,,,dfbf5359-b403-4836-a75b-91aff4b84d5b,1989-05-10,13914.0,26219.0,,15209.0,8.0,['P'],8538.0,9999999.0,P,,,,,
,,,Hill,,alvinhill,nfl,,Luella (GA),,Maryland,Alvin,True,,,Alvin Hill,,27.0,200,,,Active,[],,,#alvinhill-NFL-FA-42,hill,72,42.0,4561,alvin,,,,,ee039c9e-622f-4b57-b9ec-894069eefc91,1994-01-28,19445.0,30543.0,,2976220.0,5.0,['DB'],,9999999.0,CB,,,{'channel_id': '1116852987512225792'},,
,,,Houy,,gabrielhouy,nfl,,Upper St. Clair (PA),,Pittsburgh,Gabriel,True,,1698188732449.0,Gabriel Houy,,24.0,306,,,Active,[],,,#gabrielhouy-NFL-FA-79,houy,78,79.0,11259,gabriel,,,,,0c6d20a0-ead7-11ed-86b8-630d0ad2d5af,1999-02-08,,,,,0.0,['OL'],17499.0,9999999.0,OL,,,{'channel_id': '1116852669298769920'},,
,,,Wilson,,demetriuswilson,nfl,,,,,Demetrius,False,,,Demetrius Wilson,,,,,,Inactive,[],,,#demetriuswilson-NFL-FA-0,wilson,,0.0,2918,demetrius,,,,,ea18746c-1f1f-49ab-8d75-025f1005bab4,,17386.0,,,,,['WR'],,9999999.0,WR,,693838.0,,,
,,,Daniels,,davarisdaniels,nfl,,,,Notre Dame,DaVaris,False,,,DaVaris Daniels,,24.0,203,,,Inactive,[],,,#davarisdaniels-NFL-FA-87,daniels,"6'2""",87.0,2573,davaris,,,,,4dc15ea6-09ee-4a4d-b163-817fbbddfedf,1992-12-18,17038.0,28836.0,,2579839.0,0.0,['WR'],,9999999.0,WR,,608906.0,,,
,,,Leonhardt,,brianleonhardt,nfl,,Spring Lake Park,,Bemidji State,Brian,False,,,Brian Leonhardt,,30.0,255,,,Inactive,[],,,#brianleonhardt-NFL-FA-87,leonhardt,"6'5""",87.0,1468,brian,,,,,b34b4d3d-2920-4d85-8fa0-3179c9598c9f,1990-04-02,15056.0,27065.0,,16265.0,7.0,['TE'],9902.0,9999999.0,TE,,694691.0,,,
,,,Davison,,tyelerdavison,nfl,00-0031947,Desert Mountain (AZ),,Fresno State,Tyeler,True,,1668660911467.0,Tyeler Davison,,30.0,310,562339.0,,Active,[],,,#tyelerdavison-NFL-FA-90,davison,74,90.0,2457,tyeler,,,,,be07b323-a23c-4589-9fe0-29ae6a537de9,1992-09-23,16914.0,28542.0,,2517230.0,8.0,['DL'],10325.0,9999999.0,DT,,562339.0,{'channel_id': '1116852807308148736'},,
,,NYG,DeVito,,tommydevito,nfl,,Don Bosco Prep (NJ),QB,Illinois,Tommy,True,,1724587532047.0,Tommy DeVito,,26.0,210,1060671.0,3.0,Active,[],,,#tommydevito-NFL-NYG-15,devito,74,15.0,11292,tommy,,,,,a1ae8db0-eb91-11ed-a4cb-cd397e2b413c,1998-08-07,,,,,1.0,['QB'],16797.0,410.0,QB,,,"{'channel_id': '1113708677996507137', 'rookie_year': '2023'}",E5C9338241FE,
,,,Broughton,,cortezbroughton,nfl, 00-0035315,Veterans (GA),,Cincinnati,Cortez,True,,1664330131392.0,Cortez Broughton,,26.0,293,842184.0,,Active,[],,,#cortezbroughton-NFL-FA-94,broughton,74,94.0,6300,cortez,,,,,6ee96e28-60b0-4e30-b014-6962e7d1c3db,1996-09-02,21130.0,32074.0,,3139036.0,4.0,['DL'],13706.0,9999999.0,DT,,,{'channel_id': '1116853227858427904'},,
Questionable,,,Avery,,cjavery,nfl,,Grenada (MS),,Louisville,C.J.,True,,1660343138926.0,C.J. Avery,,23.0,230,976298.0,,Active,[],,Undisclosed,#cjavery-NFL-FA-0,avery,72,0.0,8696,cj,,,,,67c96420-ce06-11ec-9598-03840dd5f387,1999-03-22,,,,,1.0,['LB'],16427.0,9999999.0,LB,,,"{'channel_id': '1116853516376211456', 'years_exp_shift': '1'}",,
,,,Brewer,,cadebrewer,nfl,,Lake Travis (TX),,Texas,Cade,True,,1661710807153.0,Cade Brewer,,24.0,238,1066946.0,,Active,[],,,#cadebrewer-NFL-FA-0,brewer,74,0.0,8433,cade,,,,,dfbe87f0-cda0-11ec-b94f-57e6927758e6,1998-10-09,,,,,1.0,['TE'],16134.0,9999999.0,TE,,,"{'channel_id': '1116853489008377856', 'source_id': 'da4ee8c6-43a8-4780-9353-acbaae8aba26', 'years_exp_shift': '1'}",,
,,CHI,Amegadjie,,kiranamegadjie,nfl,,Hinsdale Central (IL),OL,Yale,Kiran,True,,1724023839145.0,Kiran Amegadjie,,22.0,326,1247504.0,,Active,[],,,#kiranamegadjie-NFL-CHI-72,amegadjie,77,72.0,11707,kiran,,,,,ef8a696d-2bdd-489f-8883-7b556900466a,2002-02-01,,,,,0.0,['OL'],17735.0,9999999.0,OL,,,"{'channel_id': '1113708767079329792', 'rookie_year': '2024'}",3BB0D366BB56,
,,,Hrynkiewicz,,vitashrynkiewicz,nfl, 00-0035612,Immaculata,,Youngstown State,Vitas,True,,,Vitas Hrynkiewicz,,26.0,300,,,Active,[],,,#vitashrynkiewicz-NFL-FA-63,hrynkiewicz,76,63.0,6080,vitas,,,,,2ae2aec7-ff82-4d2f-85ad-bba52ac09650,1995-10-27,20814.0,32133.0,,4031164.0,3.0,['OL'],14017.0,9999999.0,C,,,{'channel_id': '1116853200058580992'},,
,,,Murphy,,marcusmurphy,nfl,,West Point (MS),,Mississippi State,Marcus,True,,,Marcus Murphy,,,200,,,Active,[],,,#marcusmurphy-NFL-FA-38,murphy,73,38.0,7745,marcus,,,,,b86765a3-6035-4b1b-aa5e-c5626d6b3ab1,,,,,,1.0,['DB'],15235.0,,DB,,,{'channel_id': '1116853415482228736'},,
,,,McGowan,,kyricmcgowan,nfl,,Dalton (GA),,Georgia Tech,Kyric,True,,1724805657688.0,Kyric McGowan,,24.0,198,1055267.0,,Active,[],,,#kyricmcgowan-NFL-FA-87,mcgowan,71,87.0,8595,kyric,,,,,c1ebe1f0-ca62-11ec-bdda-4fe5bed84950,1999-11-01,,,,,2.0,['WR'],16360.0,577.0,WR,,,"{'channel_id': '1116853503122210816', 'rookie_year': '2022'}",C2DF7A670D72,
,,,Spurlock,,michealspurlock,nfl,,,,Mississippi,Micheal,False,,,Micheal Spurlock,,34.0,210,,,Inactive,[],,,#michealspurlock-NFL-FA-18,spurlock,"5'11""",18.0,504,micheal,,,,,f4f9983e-2334-4c10-afac-449ea4e83a90,1983-01-31,10412.0,,,,6.0,['WR'],,9999999.0,WR,,,,,
,,,Griffin,,garrettgriffin,nfl,00-0033095,Louisburg (KS),,Air Force,Garrett,True,,1672118760320.0,Garrett Griffin,,29.0,246,703203.0,,Active,[],,,#garrettgriffin-NFL-FA-86,griffin,76,86.0,3894,garrett,,,,,3cacaa27-a790-43ae-927c-8163b06f1a53,1994-03-04,18716.0,30024.0,,2987440.0,7.0,['TE'],11502.0,9999999.0,TE,,703203.0,{'channel_id': '1116852914254512128'},,
,,,Henderson,,seantrelhenderson,nfl,00-0031029,Cretin-Derham Hall (MN),,Miami,Seantrel,True,,1574134245477.0,Seantrel Henderson,9362.0,29.0,351,,,Active,[],,,#seantrelhenderson-NFL-FA-76,henderson,79,76.0,1811,seantrel,,,,,5d4102ae-6e17-455d-8bfe-16fc7b7ab681,1992-01-21,15993.0,27765.0,,16892.0,8.0,['OL'],9425.0,9999999.0,T,,,{'channel_id': '1116852761174999040'},,
Questionable,,,Tupou,,joshtupou,nfl,00-0033347,Buena Park (CA),,Colorado,Josh,True,,1724888105897.0,Josh Tupou,,30.0,350,694909.0,,Active,[],,Undisclosed,#joshtupou-NFL-FA-69,tupou,75,69.0,4371,josh,,,,,1ad3e535-2b5c-48a8-82f0-c7a933d250f0,1994-05-02,19228.0,30586.0,,2979632.0,7.0,['DL'],12183.0,9999999.0,DT,,,"{'channel_id': '1113708866085875712', 'rookie_year': '2017'}",4A74075E4FD9,
,,,Cirino,,michaelcirino,nfl,,Poinciana,,Adams State,Michael,True,,,Michael Cirino,,,200,,,Inactive,[],,,#michaelcirino-NFL-FA-40,cirino,73,40.0,5743,michael,,,,,c75dfb40-6e18-41e3-bcaa-a7c85eaaa340,,20652.0,31729.0,,,4.0,['DB'],,9999999.0,S,,,{'channel_id': '1116853155829645312'},,
,,LAC,Jaimes,,brendenjaimes,nfl,,Lake Travis (TX),OL,Nebraska,Brenden,True,,1620665466935.0,Brenden Jaimes,,25.0,300,976488.0,,Active,[],,,#brendenjaimes-NFL-LAC-64,jaimes,77,64.0,7831,brenden,,,,,c30928f5-eef3-4aa8-be16-fa5d960b955b,1999-05-28,,,,,3.0,"['OL', 'OT']",15554.0,9999999.0,OL,,,"{'channel_id': '1113708693511237632', 'rookie_year': '2021'}",8F40631A553F,
,,,Redfern,,kaseyredfern,nfl, 00-0031420,Ragsdale (NC),,Wofford,Kasey,True,,1572390015052.0,Kasey Redfern,,30.0,205,,,Active,[],,,#kaseyredfern-NFL-FA-9,redfern,73,9.0,2990,kasey,,,,,728a0b65-0f9d-4af3-944b-b12cd74243bb,1991-09-26,17501.0,28307.0,,17495.0,8.0,['P'],10131.0,9999999.0,P,,553515.0,{'channel_id': '1116852827994456064'},,
IR,,BUF,Buechele,,shanebuechele,nfl,,Lamar (TX),QB,SMU,Shane,True,,1723583705334.0,Shane Buechele,,26.0,210,911619.0,4.0,Inactive,[],,Neck,#shanebuechele-NFL-BUF-6,buechele,72,6.0,8002,shane,,,,,d7c63db7-dfe8-4cd6-a684-90342d12fa26,1998-01-08,,,,,3.0,['QB'],15262.0,570.0,QB,,,"{'channel_id': '1113708759298895872', 'rookie_year': '2021'}",56092A533E33,
,,MIN,Robinson,,tyreserobinson,nfl,,Boyd (TX),,Oklahoma,Tyrese,True,,1664808917327.0,Tyrese Robinson,,25.0,317,1062034.0,,Active,[],,,#tyreserobinson-NFL-MIN-79,robinson,75,79.0,8594,tyrese,,,,,c1190c20-ca63-11ec-bdda-4fe5bed84950,1999-08-21,,,,,2.0,['OL'],16084.0,9999999.0,G,,,"{'channel_id': '1113708712071032832', 'rookie_year': '2022'}",A9B23B85FF61,
,,,Davison,,raymonddavison,nfl,00-0034288,Crespi Caremelite,,California,Raymond,True,,,Raymond Davison,,26.0,230,,,Active,[],,,#raymonddavison-NFL-FA-46,davison,73,46.0,5574,raymond,,,,,82a32245-a807-4018-be7e-a64e10abea6f,1995-03-25,20575.0,31487.0,,3052144.0,4.0,['LB'],13174.0,9999999.0,ILB,,,{'channel_id': '1116853125529993216'},,
,,,Miller,,aubreymiller,nfl,,Whitehaven (TN),,Jackson State,Aubrey,True,,,Aubrey Miller,,24.0,229,1057666.0,,Active,[],,,#aubreymiller-NFL-FA-52,miller,72,52.0,11059,aubrey,,,,,54e62870-e6f1-11ed-abca-c7a3a205e21d,1999-04-24,,,,,1.0,['LB'],17117.0,9999999.0,LB,,,{'channel_id': '1116852647744241664'},,
,,,Trewyn,,natetrewyn,nfl, 00-0035481,Milton (WI),,Wisconsin-Whitewater,Nate,True,,,Nate Trewyn,,25.0,315,,,Active,[],,,#natetrewyn-NFL-FA-60,trewyn,75,60.0,6607,nate,,,,,d80bd709-da27-4f3f-884b-a1e420191453,1996-05-16,21146.0,32489.0,,3163365.0,3.0,['OL'],13949.0,9999999.0,C,,,{'channel_id': '1116853279041519616'},,
,,,Fanaika,,paulfanaika,nfl,,Mills (CA),,Arizona State,Paul,False,,,Paul Fanaika,,34.0,327,,,Inactive,[],,,#paulfanaika-NFL-FA-74,fanaika,"6'5""",74.0,7510,paul,,,,,3a9e9871-20c3-42b3-ad2c-a2bfec176c7d,1986-04-09,,,,,11.0,['OL'],,,G,,,,,
,,,Cota,,chasecota,nfl,,South Medford (OR),,Oregon,Chase,True,,,Chase Cota,,24.0,200,,,Active,[],,,#chasecota-NFL-FA-13,cota,76,13.0,11554,chase,,,,,09a62ff0-99c4-11ee-ba11-496888304bc0,1999-11-09,,,,,1.0,['WR'],,9999999.0,WR,,,"{'channel_id': '1116852703369101312', 'rookie_year': '2023'}",,
,,,Rodgers,,amarirodgers,nfl,,Knoxville Catholic (TN),,Clemson,Amari,True,,1697848503163.0,Amari Rodgers,,24.0,212,978580.0,,Active,[],,,#amarirodgers-NFL-FA-3,rodgers,69,3.0,7540,amari,,,,,e47ca6ed-c988-4cad-b4a4-181c67463748,1999-09-23,,,,,2.0,['WR'],15441.0,9999999.0,WR,,,"{'channel_id': '1116853403851423744', 'rookie_year': '2021'}",82A86C030BFA,
,,,Costigan,,thomascostigan,nfl,,Trinity Catholic,,Bryant,Thomas,True,,,Thomas Costigan,,,240,,,Active,[],,,#thomascostigan-NFL-FA-0,costigan,75,0.0,6734,thomas,,,,,e879e902-59b5-4de3-a751-82c7d73460bb,,21656.0,32646.0,,3910923.0,3.0,['DL'],14343.0,9999999.0,DL,,,{'channel_id': '1116853300394721280'},,
,,,Richardson,,colbyrichardson,nfl,,McMain (LA),,LSU,Colby,True,,,Colby Richardson,,25.0,190,1055589.0,,Active,[],,,#colbyrichardson-NFL-FA-24,richardson,73,24.0,11331,colby,,,,,66f15160-ec60-11ed-aafd-813e3d958c57,1998-03-22,,,,,1.0,['DB'],17416.0,9999999.0,CB,,,{'channel_id': '1116852677154701312'},,
Questionable,,CLE,Bell,,davidbell,nfl,,Warren Central (IN),SWR,Purdue,David,True,,1724740550048.0,David Bell,,23.0,212,1180347.0,5.0,Active,[],,Quadriceps,#davidbell-NFL-CLE-18,bell,73,18.0,8118,david,,,,,169faab3-b52b-40ab-93ea-a08139f3fadb,2000-12-14,,,,,2.0,['WR'],15803.0,677.0,WR,,,"{'channel_id': '1113708837472333825', 'rookie_year': '2022'}",001EF6A5E842,
,,,Obomanu,,benobomanu,nfl,,,,Auburn,Ben,False,,,Ben Obomanu,,33.0,204,,,Inactive,[],,,#benobomanu-NFL-FA-15,obomanu,"6'1""",15.0,243,ben,,,,,,1983-10-30,6138.0,,,,7.0,['WR'],,9999999.0,WR,,,,,
,,,Invalid,,playerinvalid,nfl,,,,,Player,False,,,Player Invalid,,,,,,Inactive,[],,,#playerinvalid-NFL-FA,invalid,,,8426,player,,,,,,,,,,,0.0,['RB'],,,RB,,,,,
,,,Hairston,,chrishairston,nfl,,Carver (NC),,Clemson,Chris,False,,,Chris Hairston,,31.0,330,,,Inactive,[],,,#chrishairston-NFL-FA-75,hairston,"6'6""",75.0,796,chris,,,,,ea307f9e-a72e-4577-b4d3-fd1dbaf0e57a,1989-04-26,12730.0,24909.0,,14134.0,9.0,['OL'],7618.0,9999999.0,T,,,,,
,,,Robinson,,jevonirobinson,nfl,00-0034057,,,Barry,Jevoni,True,,1536796203715.0,Jevoni Robinson,,29.0,225,,,Inactive,[],,,#jevonirobinson-NFL-FA-81,robinson,80,81.0,4864,jevoni,,,,,786225e3-3d9c-4d2b-a171-54ad8bbb8ce5,1992-11-16,19764.0,30958.0,,3007919.0,5.0,['TE'],12486.0,9999999.0,TE,,719449.0,{'channel_id': '1116853033771204608'},,
,,,Brown,,mackbrown,nfl,00-0032048,Martin Luther King (GA),,Florida,Mack,False,,1564854347894.0,Mack Brown,11084.0,30.0,213,,,Inactive,[],,,#mackbrown-NFL-FA-34,brown,71,34.0,2634,mack,,,,,7dc5af64-ae1d-4915-8af9-a4f5fb601710,1991-09-24,17102.0,29085.0,,2512191.0,7.0,['RB'],10568.0,9999999.0,RB,,557180.0,,,
,,,Jones,,fredrickjones,nfl, 00-0035501,,,Florida State,Fredrick,True,,1567786825614.0,Fredrick Jones,,25.0,304,,,Active,[],,,#fredrickjones-NFL-FA-64,jones,74,64.0,6325,fredrick,,,,,4023e7d3-2b70-450f-9afc-bf1a9dcee3f9,1996-08-25,21231.0,32524.0,,3122924.0,3.0,['DL'],14224.0,9999999.0,DT,,,{'channel_id': '1116853231557804032'},,
,,,Masthay,,timmasthay,nfl,,Murray (KY),,Kentucky,Tim,False,,,Tim Masthay,5733.0,33.0,200,,,Inactive,[],,,#timmasthay-NFL-FA-8,masthay,"6'1""",8.0,598,tim,,,,,a4822eab-6faa-449c-9a72-e07f018032ba,1987-03-16,11393.0,9787.0,,12998.0,11.0,['P'],7014.0,9999999.0,P,,,,,
,,,Martin,,desmondmartin,nfl,,,,Wayne State (MI),Desmond,False,,,Desmond Martin,,25.0,221,,,Inactive,[],,,#desmondmartin-NFL-FA-40,martin,"6'0""",40.0,2632,desmond,,,,,a3c5341c-6f95-491e-a455-48e91d3bd425,1992-03-20,17100.0,29104.0,,2613133.0,0.0,['RB'],,9999999.0,RB,,870883.0,,,
,,,Palmer,,nathanpalmer,nfl,,,,Northern Illinois,Nathan,False,,,Nathan Palmer,,29.0,195,,,Inactive,[],,,#nathanpalmer-NFL-FA-13,palmer,"5'11""",13.0,1276,nathan,,,,,ba0d9c0c-72eb-419c-a5b1-057d3e1ede17,1989-04-14,14720.0,26262.0,,15189.0,2.0,['WR'],8515.0,9999999.0,WR,,400901.0,,,
,,,Kilgo,,dariuskilgo,nfl,00-0032138,Weddington (NC),,Maryland,Darius,True,,1608172803125.0,Darius Kilgo,,30.0,312,,,Active,[],,,#dariuskilgo-NFL-FA-70,kilgo,75,70.0,2504,darius,,,,,d3186202-386f-443e-92ad-37d8e41dca55,1991-12-14,16963.0,28591.0,,2512544.0,7.0,['DL'],10485.0,9999999.0,DT,,556194.0,"{'channel_id': '1116852810546151424', 'injury_override_regular_2020_5': 'COV'}",,
,,,Young,,averyyoung,nfl,,Palm Beach Gardens (FL),,Auburn,Avery,True,,1534296049437.0,Avery Young,,29.0,318,,,Inactive,[],,,#averyyoung-NFL-FA-66,young,78,66.0,3458,avery,,,,,f947c730-862f-4b73-af2c-bd79f9dd3d4c,1992-11-12,18222.0,29866.0,,2971025.0,6.0,['OL'],10888.0,9999999.0,G,,,{'channel_id': '1116852865961295872'},,
,,,Chappell,,devinchappell,nfl,,Thurston (OR),,Oregon State,Devin,True,,1525233001415.0,Devin Chappell,,27.0,203,,,Active,[],,,#devinchappell-NFL-FA-0,chappell,74,0.0,4488,devin,,,,,15c417d5-e9fb-4776-a3fa-3d027d2429e1,1994-05-14,19357.0,30678.0,,3058833.0,5.0,['DB'],12115.0,9999999.0,FS,,,{'channel_id': '1116852975147417600'},,
,,,Wilkerson,,jalenwilkerson,nfl,,Coffee,,Florida State,Jalen,True,,1534347303712.0,Jalen Wilkerson,,26.0,283,,,Active,[],,,#jalenwilkerson-NFL-FA-0,wilkerson,77,0.0,5622,jalen,,,,,f4540b61-802a-4d06-978e-d2cb30a63ee8,1995-12-21,20597.0,31594.0,,3921572.0,4.0,['DL'],12605.0,9999999.0,DE,,,{'channel_id': '1116853133616611328'},,
,,,Sudfeld,,natesudfeld,nfl,00-0032792,Modesto Christian (CA),,Indiana,Nate,True,,1724775352255.0,Nate Sudfeld,11476.0,30.0,230,696112.0,,Active,[],,,#natesudfeld-NFL-FA-8,sudfeld,78,8.0,3343,nate,,,,,e1c506bd-9e36-45e7-b2b9-fff6a9728a06,1993-10-07,18104.0,29421.0,,2979501.0,8.0,['QB'],11187.0,468.0,QB,,696112.0,"{'channel_id': '1113708815133470721', 'rookie_year': '2016'}",EE191AD5C03B,
,,,Morgan,,derrickmorgan,nfl,00-0027868,Coatesville Area (PA),,Georgia Tech,Derrick,False,,1563200462664.0,Derrick Morgan,,33.0,261,,,Injured Reserve,[],,,#derrickmorgan-NFL-FA-0,morgan,76,0.0,732,derrick,,,,,428873c9-887a-48a2-b4d3-e06618ebd2dc,1989-01-06,12305.0,23991.0,,13248.0,12.0,['LB'],6569.0,9999999.0,LB,,381280.0,,,
,,PHI,Vakalahi,,laekinvakalahi,nfl,,,,,Laekin,True,,,Laekin Vakalahi,,21.0,320,1510028.0,,Active,[],,,#laekinvakalahi-NFL-PHI-67,vakalahi,77,67.0,12252,laekin,,,,,5c3b05f0-09b4-11ef-93d3-a14a9d0aadbf,2003-01-28,,,,,0.0,['OL'],,9999999.0,T,,,"{'channel_id': '1113708715615219712', 'rookie_year': '2024'}",CA109F82D709,
,,,Wesley,,antoinewesley,nfl, 00-0035126,Cibolo Steele (TX),,Texas Tech,Antoine,True,,1693947337859.0,Antoine Wesley,,25.0,206,924946.0,,Active,[],,,#antoinewesley-NFL-FA-88,wesley,76,88.0,6165,antoine,,,,,8e43eb21-92e4-4720-8766-c9204259c063,1997-10-22,20979.0,32317.0,,4043161.0,4.0,['WR'],13447.0,9999999.0,WR,,924946.0,{'channel_id': '1116853210657587200'},,
,,,Jackson,,fredjackson,nfl,,Lamar (TX),,Coe,Fred,False,,1523544001398.0,Fred Jackson,4506.0,39.0,216,,,Inactive,[],,,#fredjackson-NFL-FA-22,jackson,"6'1""",22.0,228,fred,,,,,db72d154-5534-4160-b293-d0c4b239a677,1981-02-20,5701.0,8063.0,,10195.0,14.0,['RB'],5065.0,9999999.0,RB,,331161.0,,,
,,IND,Goodson,,tylergoodson,nfl,,North Gwinnett (GA),RB,Iowa,Tyler,True,,1724814358127.0,Tyler Goodson,,23.0,197,1168918.0,4.0,Active,[],,,#tylergoodson-NFL-IND-31,goodson,69,31.0,8207,tyler,,,,,3fec8370-ca72-11ec-a83a-8732d3d5a7e3,2000-11-10,,,,,2.0,['RB'],15990.0,527.0,RB,,,"{'channel_id': '1113708776738811904', 'rookie_year': '2022'}",A190E422A5D4,
,,,Douglas,,harrydouglas,nfl,,Jonesboro (GA),,Louisville,Harry,False,,1516122601376.0,Harry Douglas,4863.0,36.0,183,,,Inactive,[],,,#harrydouglas-NFL-FA-83,douglas,"6'0""",83.0,247,harry,,,,,e4ba7c28-6942-411e-a528-1dc1a8a8ccc7,1984-09-16,6211.0,8861.0,,11318.0,12.0,['WR'],5699.0,9999999.0,WR,,229493.0,,,
NA,,,Canady,,brycecanady,nfl,00-0034884,Paxon,,Florida International,Bryce,True,,,Bryce Canady,,,190,,,Inactive,[],,,#brycecanady-NFL-FA-34,canady,72,34.0,5795,bryce,,,,,11ed92b3-c1d1-46e9-87d9-387fd3280e4f,,20692.0,,,4037345.0,4.0,['DB'],,9999999.0,CB,,,{'channel_id': '1116853165363298304'},,
Questionable,,,Cannon,,marcuscannon,nfl,00-0028076,Odessa (TX),,TCU,Marcus,True,,1667751638341.0,Marcus Cannon,6578.0,34.0,335,322857.0,,Inactive,[],,Concussion,#marcuscannon-NFL-FA-61,cannon,78,61.0,808,marcus,,,,,99b8d78e-6d23-4e85-8eef-d286ba5ddc0c,1988-05-06,12764.0,24925.0,,14116.0,12.0,"['OL', 'OT']",7438.0,9999999.0,OL,,,"{'channel_id': '1116853463179853824', 'injury_override_regular_2020_5': 'COV'}",,
,,,Young,,kennyyoung,nfl,00-0034266,John Curtis Christian (LA),,UCLA,Kenny,True,,1663772109413.0,Kenny Young,,28.0,234,840802.0,,Active,[],,,#kennyyoung-NFL-FA-40,young,73,40.0,5300,kenny,,,,,13a9ad48-6886-4390-b2d8-9c79cda111d1,1994-11-15,19926.0,31092.0,,3134310.0,4.0,['LB'],12689.0,9999999.0,LB,,,{'channel_id': '1116853084073492480'},,
,,,Chandler,,natechandler,nfl,,Mira Mesa (CA),,UCLA,Nate,False,,,Nate Chandler,,31.0,315,,,Inactive,[],,,#natechandler-NFL-FA-78,chandler,"6'4""",78.0,1289,nate,,,,,473ccd82-828e-4aad-bfc1-8aeb93679220,1989-06-01,14745.0,26098.0,,15492.0,8.0,['OL'],8419.0,9999999.0,T,,,,,
,,,Bist,,joshbist,nfl,,Ponderosa (CA),,Colorado Mesa,Josh,True,,,Josh Bist,,,240,,,Active,[],,,#joshbist-NFL-FA-0,bist,74,0.0,8769,josh,,,,,c4d170d0-d2d5-11ec-96a0-c3471a31202c,,,,,,1.0,['TE'],,9999999.0,TE,,,"{'channel_id': '1116853527247847424', 'years_exp_shift': '1'}",,
,,,Kalil,,ryankalil,nfl,00-0025446,Servite (CA),,USC,Ryan,True,,1573965927234.0,Ryan Kalil,4189.0,36.0,300,,,Active,[],,,#ryankalil-NFL-FA-0,kalil,74,0.0,12,ryan,,,,,d503e3cf-861d-4b06-8de8-f66b1b72a3bf,1985-03-29,423.0,8313.0,,10503.0,15.0,['OL'],5294.0,9999999.0,C,,,{'channel_id': '1116852710604275712'},,
,,,Soliai,,paulsoliai,nfl,,Nuuuli Poly Tech (AS),,Utah,Paul,False,,,Paul Soliai,,36.0,345,,,Inactive,[],,,#paulsoliai-NFL-FA-90,soliai,"6'4""",90.0,97,paul,,,,,f14dba2e-7714-4344-8800-feb6f78cf64e,1983-12-30,2623.0,8362.0,,10552.0,13.0,['DL'],6348.0,9999999.0,DT,,,,,
,,,Hoosman,,tylerhoosman,nfl,,Plainfield (IL),,North Dakota,Tyler,True,,1693356605507.0,Tyler Hoosman,,24.0,214,1064343.0,,Active,[],,,#tylerhoosman-NFL-FA-44,hoosman,71,44.0,11123,tyler,,,,,4eebda60-e790-11ed-985e-eb4134198eae,1999-05-07,,,,,1.0,['RB'],17312.0,9999999.0,RB,,,{'channel_id': '1116852653695959040'},,
,,,Gadlin,,xzauveagadlin,nfl,,Mansfield Summit (TX),,Liberty,X'Zauvea,True,,,X'Zauvea Gadlin,,24.0,322,1117083.0,,Active,[],,,#xzauveagadlin-NFL-FA-64,gadlin,75,64.0,12367,xzauvea,,,,,b9030150-0c9f-11ef-a4bf-07473e9263bb,1999-09-17,,,,,0.0,['OL'],,9999999.0,OL,,,"{'channel_id': '1116852723711475712', 'rookie_year': '2024'}",DE14290C3C97,
,,,Boyd,,chrisboyd,nfl,,,,Vanderbilt,Chris,False,,,Chris Boyd,,25.0,206,,,Inactive,[],,,#chrisboyd-NFL-FA-14,boyd,"6'4""",14.0,2058,chris,,,,,081c5f81-30a3-4bd7-add0-7f3f870af4c9,1991-12-16,16357.0,,,,1.0,['WR'],,9999999.0,WR,,,,,
